127.0.0.1 - - [11/Mar/2024:09:55:46 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:57 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4002
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:47:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:01 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 3937
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:07 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:47 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:50 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 3937
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:50 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:53 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4002
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:53 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:55 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A006 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:55 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:48:55 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:54 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:55 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2623
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:49:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:50:00 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:50:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:50:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:50:24 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/login.html HTTP/1.1" 200 2947
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:50:24 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo.PNG HTTP/1.1" 200 74556
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:50:33 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:14 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:18 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:19 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:20 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:20 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:44 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 130
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4005
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:49 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A006 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:49 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:53:50 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:55:39 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:55:39 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:55:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:55:42 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:55:53 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/login.html HTTP/1.1" 200 2962
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:55:53 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:55:59 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 5070
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:35 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3716
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:56:36 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 404 858
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img2.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:47 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:48 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:48 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:00:55 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:01:52 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:02:00 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:02:00 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:02:01 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:02:06 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/loginAction.jsp HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:21 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/mb_home.jsp HTTP/1.1" 200 2618
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:21 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:21 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:17:03:21 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C_css%EC%88%98%EC%A0%952/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/img3.PNG HTTP/1.1" 304 -
